model	T5
0.159228	0.000448
0.048093	0.00079
1.0	0.00035
1.0	0.001763
0.997242	0.00036
1.0	0.000653
0.997242	0.002856
0.997242	0.014824
0.077639	0.00072
0.997242	0.000331
0.02624	0.005582
0.997242	0.001016
0.006734	0.00083
1.0	0.001751
0.997242	1.9e-05
1.0	0.003502
0.99742	0.000663
0.164296	0.001393
0.997242	0.014358
0.161725	0.000313
0.997242	0.001839
0.997242	0.003479
0.239188	0.011895
1.0	0.000305
0.055112	0.000414
0.020607	0.002272
0.077969	0.000875
0.997242	0.000412
0.99831	0.001812
0.99831	0.004638
1.0	0.005566
1.0	0.005689
1.0	0.003022
0.999517	0.004739
0.999589	0.002659
1.0	0.003923
1.0	0.001443
0.098398	0.000643
1.0	0.001691
0.997242	0.009458
0.997242	0.000113
1.0	0.001584
0.997242	0.000928
1.0	0.00101
0.997242	0.000535
1.0	0.001466
0.125854	0.004661
0.997242	0.012044
1.0	0.001213
1.0	0.002443
0.997242	0.002856
0.006734	0.008489
0.999024	0.000364
0.997242	0.00114
1.0	0.001357
1.0	0.002079
1.0	0.001303
1.0	0.001219
0.997242	0.000191
1.0	0.004641
0.99931	0.007424
0.228579	0.000915
0.996623	0.000564
0.996623	0.00074
0.212642	0.002031
1.0	0.003429
0.013859	0.00217
1.0	0.00326
1.0	0.003046
0.401144	0.008185
1.0	0.004086
0.141381	0.004152
1.0	0.000958
0.997242	0.008463
0.172588	0.001368
0.999024	0.009437
0.997242	0.00725
1.0	0.001585
0.12342	0.002427
1.0	0.001028
1.0	0.007108
1.0	0.000754
0.997242	0.000262
0.997242	0.00046
0.997242	0.000672
0.99742	0.00571
0.99931	0.000798
1.0	0.000767
1.0	0.006453
0.997242	0.014824
0.997242	0.003427
1.0	0.00067
0.32496	0.004737
1.0	0.002961
1.0	0.001293
0.185853	0.004388
0.005705	0.000486
0.023325	0.002602
1.0	0.001803
1.0	0.002721
0.997242	0.000575
0.228544	0.001679
0.999024	0.006393
0.997242	0.000331
0.997242	0.004677
1.0	0.003427
1.0	0.001622
0.997242	0.001839
0.997242	0.002507
1.0	0.002031
0.211107	0.001538
1.0	0.001871
0.997242	0.000489
0.997242	0.000437
0.997242	0.000405
0.256122	0.001395
0.161725	0.000828
0.997242	0.000588
0.99862	0.000354
0.162661	0.002769
0.99862	0.00436
0.997242	0.010459
0.99831	0.002641
0.063684	0.000687
0.998049	0.003436
0.125807	0.003831
1.0	0.001044
0.221351	0.001711
0.255114	0.000956
0.999024	0.004254
0.239188	0.003623
0.185853	0.006186
0.998049	0.002297
1.0	0.003037
0.16651	0.000547
0.02526	0.002169
0.999024	0.000729
1.0	0.004451
0.31903	0.004629
0.999024	0.003285
0.999024	0.000891
0.999024	0.001062
0.655154	0.000977
0.008102	0.000735
0.239927	0.001449
1.0	0.000478
1.0	0.000676
1.0	0.000275
