model	T5
0.179478	0.041178
0.30896	0.021424
0.106503	0.016024
0.100635	0.00372
0.093685	0.018965
0.105719	0.001341
0.408599	0.006721
0.212352	0.0024
0.245965	0.000726
0.998838	0.008055
0.059106	0.002171
0.095993	0.01902
0.215545	0.019013
0.03767	0.039799
0.044747	0.030131
0.997888	0.028368
0.083403	0.019131
0.05279	0.03435
0.56881	0.058463
0.127021	0.068404
1.0	0.01088
0.068647	0.05907
0.195604	0.002204
0.36894	0.05525
0.057505	0.02186
0.056137	0.001121
0.480772	0.01979
0.121089	0.004779
1.0	0.001194
0.217519	0.01502
0.574357	0.007144
0.061723	0.000694
0.373311	0.008024
0.060182	0.039799
0.281368	0.015996
0.068948	0.019798
0.040327	0.009417
0.051605	0.017217
0.250287	0.008193
0.322317	0.018218
0.056212	0.026306
0.092301	0.000692
0.200694	0.064608
0.109118	0.022497
0.106477	0.003337
0.082779	0.009546
0.079286	0.002245
0.057221	0.001061
0.039536	0.005536
1.0	0.001893
0.104937	0.019079
0.151397	0.001692
0.138787	0.005678
0.351635	0.021629
0.160747	0.002483
0.092517	0.001345
0.998573	0.023421
0.201015	0.040571
0.084481	0.010149
1.0	0.004226
0.125483	0.025749
1.0	0.002298
0.514233	0.023005
0.18526	0.016002
1.0	0.005903
0.101059	0.007454
0.200989	0.008618
0.540669	0.015433
0.049108	0.001369
0.078506	0.002701
0.146834	0.019417
0.084716	0.017911
0.138222	0.006267
0.690665	0.010527
0.047308	0.003976
0.066007	0.050162
0.094793	0.003752
0.16656	0.005998
0.136793	0.036875
0.046514	0.003803
0.142924	0.036246
0.141221	0.001872
0.121398	0.01417
0.016716	0.002086
0.072515	0.002307
0.311374	0.040431
0.019924	0.045619
0.387748	0.004558
0.185389	0.006631
0.175035	0.032503
0.369905	0.000654
0.057908	0.00702
0.090674	0.022517
0.271346	0.015615
0.140456	0.002909
0.387537	0.002886
0.101704	0.003577
0.018042	0.003418
0.084783	0.004639
0.074768	0.005323
0.457809	0.044862
0.125485	0.034029
0.175331	0.022691
0.180776	0.003719
0.998049	0.00151
0.079505	0.00253
0.997701	0.005831
0.085206	0.013853
0.048655	0.003291
0.085628	0.019314
0.996863	0.026361
0.193029	0.0099
0.37925	0.006698
0.102778	0.012583
0.691388	0.028826
0.997586	0.002401
0.149415	0.008407
0.147576	0.013709
0.32518	0.000808
0.117676	0.015979
0.998622	0.00458
0.998622	0.005611
0.117686	0.003976
0.411165	0.00563
0.292779	0.057813
0.365006	0.009219
0.20437	0.014167
0.055608	0.004893
0.024332	0.001804
0.105168	0.02718
